player_name,position,nfl_team,projected_points,floor,ceiling,risk_tier,explanation,rush_att_pg,bye_week,points_early,points_late,pos_rank,replacement_points,vor,overall_rank,vor_round,market_verified,market_round,market_overall_pick,tier,tier_dropoff,tier_market_rounds
Bobby Okereke,LB,Panthers,92.6,58.4,131.5,high,"6.1 solo + 2.4 ast tackles/g (10.9 pts/g from tackle volume alone) | 0.21 TFL/g, 0.11 sacks/g, 0.34 PD/g | Signed a 1-year deal with Carolina around the Aug 30-31, 2026 cutdown deadline -- a very late signing behind incumbent Devin Lloyd, likely depth/insurance rather than a clear three-down job. | listed as ILB",,5.0,46.3,46.3,22,99.6,-7.8,209,14,False,,,12,2.2,
Geno Stone,DB,Bengals,80.6,68.4,95.0,low,"3.8 solo + 2.3 ast tackles/g (7.5 pts/g from tackle volume alone) | 0.10 TFL/g, 0.08 sacks/g, 0.39 PD/g | Starter - single-high/box hybrid | listed as S",,6.0,40.3,40.3,26,84.4,-8.2,212,14,False,,,8,1.1,
Jake Elliott,K,Eagles,34.0,28.9,40.1,low,"1.18 FG made/g (0.41 from 40-49, 0.23 from 50+) | 2.41 XP made/g",,10.0,21.2,12.8,24,41.8,-8.4,214,14,False,,,12,2.0,
Michael Badgley,K,Bills,32.1,27.3,37.9,low,"1.22 FG made/g (0.56 from 40-49, 0.22 from 50+) | 2.22 XP made/g",,7.0,16.0,16.0,27,41.8,-8.8,215,14,False,,,12,2.0,
Camryn Bynum,DB,Colts,81.8,69.6,96.6,low,"2.9 solo + 1.8 ast tackles/g (5.8 pts/g from tackle volume alone) | 0.19 TFL/g, 0.05 sacks/g, 0.51 PD/g | Starter - safety | listed as S",,13.0,45.5,36.4,23,84.4,-8.9,217,14,False,,,8,1.1,
Nick Scott,DB,Panthers,79.5,67.6,93.8,low,"3.8 solo + 2.8 ast tackles/g (7.7 pts/g from tackle volume alone) | 0.10 TFL/g, 0.03 sacks/g, 0.36 PD/g | Starter - box safety | listed as S",,5.0,39.8,39.8,29,84.4,-9.5,222,14,False,,,8,1.1,
Rashod Bateman,WR,Ravens,53.7,40.3,68.8,medium,"4.4 targets/g, 62% catch rate, 7.0 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",0.0,13.0,30.1,23.6,62,60.6,-9.8,223,14,True,11.0,161.17,27,2.5,11
Minkah Fitzpatrick,DB,Dolphins,78.8,59.0,100.8,medium,"4.2 solo + 1.6 ast tackles/g (7.6 pts/g from tackle volume alone) | 0.10 TFL/g, 0.06 sacks/g, 0.49 PD/g | Starter - free safety | listed as S",,6.0,39.4,39.4,30,84.4,-10.5,228,15,False,,,8,1.1,
Chad Ryland,K,Cardinals,31.0,23.2,39.7,medium,"1.47 FG made/g (0.41 from 40-49, 0.35 from 50+) | 2.12 XP made/g",,14.0,17.2,13.8,28,41.8,-10.8,232,15,False,,,13,2.2,10
Nate Wiggins,DB,Ravens,80.2,68.1,94.6,low,"3.4 solo + 1.1 ast tackles/g (5.9 pts/g from tackle volume alone) | 0.10 TFL/g, 0.03 sacks/g, 0.69 PD/g | Starter - outside corner | listed as CB",,13.0,44.5,35.6,27,84.4,-11.1,234,15,False,,,8,1.1,
Eric Wilson,LB,Vikings,89.8,76.4,106.0,low,"3.5 solo + 3.2 ast tackles/g (7.7 pts/g from tackle volume alone) | 0.21 TFL/g, 0.27 sacks/g, 0.16 PD/g | Starter, three-down alongside Blake Cashman | listed as ILB",,6.0,44.9,44.9,25,99.6,-11.4,237,15,False,,,13,1.8,
DeShon Elliott,DB,Steelers,82.2,51.8,116.8,high,"4.0 solo + 3.6 ast tackles/g (8.7 pts/g from tackle volume alone) | 0.15 TFL/g, 0.12 sacks/g, 0.48 PD/g | Starter - strong safety (if healthy) | listed as S",,9.0,51.4,30.8,21,84.4,-11.4,238,15,False,,,8,1.1,
Quentin Lake,DB,Rams,82.0,61.5,105.0,medium,"3.7 solo + 2.4 ast tackles/g (7.4 pts/g from tackle volume alone) | 0.10 TFL/g, 0.07 sacks/g, 0.78 PD/g | Starter, injury-shortened season but healthy for playoffs/2026 | listed as S",,11.0,51.2,30.8,22,84.4,-11.6,239,15,False,,,8,1.1,
Xavier Watts,DB,Falcons,81.0,68.9,95.6,low,"3.5 solo + 2.2 ast tackles/g (6.8 pts/g from tackle volume alone) | 0.10 TFL/g, 0.03 sacks/g, 0.60 PD/g | Starter - safety | listed as S",,11.0,50.7,30.4,25,84.4,-12.7,242,16,False,,,9,1.4,
Isaiah Pola-Mao,DB,Raiders,78.8,59.1,100.9,medium,"3.4 solo + 2.0 ast tackles/g (6.6 pts/g from tackle volume alone) | 0.27 TFL/g, 0.03 sacks/g, 0.39 PD/g | Starter - safety | listed as S",,13.0,43.8,35.0,31,84.4,-12.7,243,16,False,,,9,1.4,
Riley Patterson,K,Dolphins,28.6,21.5,36.6,medium,"1.59 FG made/g (0.65 from 40-49, 0.18 from 50+) | 2.00 XP made/g",,6.0,14.3,14.3,31,41.8,-13.0,244,16,False,,,14,1.6,
Andre Szmyt,K,Browns,30.0,25.5,35.4,low,"1.41 FG made/g (0.29 from 40-49, 0.29 from 50+) | 1.47 XP made/g",,11.0,18.8,11.2,29,41.8,-13.2,245,16,False,,,14,1.6,
Byron Murphy II,DL,Seahawks,57.4,48.8,67.6,low,"1.3 solo + 1.9 ast tackles/g (3.4 pts/g from tackle volume alone) | 0.56 TFL/g, 0.45 sacks/g, 0.08 PD/g | Emerging full-time 3-tech pass rusher; PFF All-Breakout Team | listed as DT",,11.0,35.8,21.5,24,65.4,-13.2,247,16,False,,,9,2.1,
Christian Kirk,WR,49ers,49.6,31.3,70.4,high,"5.1 targets/g, 65% catch rate, 7.0 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",0.0,8.0,24.8,24.8,68,60.6,-13.3,248,16,False,,,28,4.3,7
Blake Grupe,K,Colts,28.8,21.6,36.8,medium,"1.81 FG made/g (0.19 from 40-49, 0.44 from 50+) | 1.56 XP made/g",,13.0,16.0,12.8,30,41.8,-13.6,249,16,True,10.0,155.42,14,1.6,
Ryan Fitzgerald,K,Panthers,27.5,23.4,32.4,low,"1.41 FG made/g (0.47 from 40-49, 0.12 from 50+) | 1.59 XP made/g",,5.0,13.8,13.8,32,41.8,-14.2,252,16,False,,,14,1.6,
Troy Franklin,WR,Broncos,51.6,38.7,66.1,medium,"4.0 targets/g, 62% catch rate, 6.8 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",0.0,10.0,33.0,18.7,66,60.6,-14.3,254,16,False,,,28,4.3,7
Payton Wilson,LB,Steelers,92.0,78.2,108.5,low,"4.4 solo + 3.1 ast tackles/g (8.8 pts/g from tackle volume alone) | 0.21 TFL/g, 0.08 sacks/g, 0.22 PD/g | Starter, three-down | listed as ILB",,9.0,57.5,34.5,23,99.6,-14.4,255,16,False,,,14,3.4,
Jake Moody,K,Commanders,27.4,20.6,35.2,medium,"2.11 FG made/g (0.56 from 40-49, 0.22 from 50+) | 1.67 XP made/g",,7.0,13.7,13.7,33,41.8,-14.5,256,16,False,,,14,1.6,
Joshua Karty,K,Cardinals,27.4,20.6,35.2,medium,"1.25 FG made/g (0.38 from 40-49, 0.12 from 50+) | 2.88 XP made/g",,14.0,15.2,12.2,34,41.8,-15.2,258,17,False,,,14,1.6,
Kool-Aid McKinstry,DB,Saints,75.0,63.8,88.6,low,"3.5 solo + 1.0 ast tackles/g (6.0 pts/g from tackle volume alone) | 0.19 TFL/g, 0.03 sacks/g, 0.78 PD/g | Starter - outside corner | listed as CB",,8.0,37.5,37.5,36,84.4,-15.2,259,17,False,,,11,1.3,
Rashan Gary,DL,Packers,55.6,41.6,71.1,medium,"1.6 solo + 1.2 ast tackles/g (3.3 pts/g from tackle volume alone) | 0.57 TFL/g, 0.48 sacks/g, 0.08 PD/g | Uncertain -- reported a farewell message to the Packers organization, 2026 team destination not clearly confirmed in research | listed as DE",,11.0,34.7,20.8,26,65.4,-15.3,260,17,False,,,10,3.0,
Khalil Mack,DL,Chargers,52.6,39.5,67.4,medium,"1.4 solo + 1.3 ast tackles/g (3.1 pts/g from tackle volume alone) | 0.35 TFL/g, 0.47 sacks/g, 0.08 PD/g | Starting edge rusher when healthy, but missed real time in 2025 [32 combined 2025 tackles found in research notes; solo/assist split estimated at this position's observed 53/47 average since the source didn't report the two separately -- not a fabricated total, just an estimated split.] | listed as DE",,7.0,26.3,26.3,28,65.4,-15.4,263,17,False,,,10,3.0,
Jalen Pitre,DB,Texans,74.4,55.8,95.3,medium,"3.1 solo + 2.2 ast tackles/g (6.3 pts/g from tackle volume alone) | 0.20 TFL/g, 0.03 sacks/g, 0.70 PD/g | Starter - box/slot safety | listed as S",,8.0,37.2,37.2,37,84.4,-16.0,265,17,False,,,11,1.3,
Alontae Taylor,DB,Saints,73.9,62.8,87.2,low,"3.5 solo + 1.4 ast tackles/g (6.3 pts/g from tackle volume alone) | 0.10 TFL/g, 0.08 sacks/g, 0.60 PD/g | Starter - outside corner | listed as CB",,8.0,37.0,37.0,39,84.4,-16.5,269,17,False,,,11,1.3,
Matthew Wright,K,Texans,25.5,21.7,30.1,low,"1.25 FG made/g (0.75 from 40-49, 0.00 from 50+) | 1.00 XP made/g",,8.0,12.8,12.8,36,41.8,-16.8,270,17,False,,,15,3.8,
Devon Witherspoon,DB,Seahawks,77.7,58.3,99.4,medium,"4.0 solo + 2.0 ast tackles/g (7.5 pts/g from tackle volume alone) | 0.10 TFL/g, 0.05 sacks/g, 0.57 PD/g | Starter - outside corner | listed as CB",,11.0,48.6,29.1,32,84.4,-16.8,271,17,False,,,11,1.3,
Parker Romo,K,Falcons,26.7,22.7,31.5,low,"1.57 FG made/g (0.14 from 40-49, 0.14 from 50+) | 1.71 XP made/g",,11.0,16.7,10.0,35,41.8,-17.0,272,17,False,,,15,3.8,
Antoine Winfield Jr.,DB,Buccaneers,76.4,65.0,90.2,low,"3.1 solo + 2.4 ast tackles/g (6.4 pts/g from tackle volume alone) | 0.21 TFL/g, 0.05 sacks/g, 0.51 PD/g | Starter - box/slot hybrid safety | listed as S",,10.0,47.8,28.6,34,84.4,-18.3,274,18,False,,,11,1.3,
Bradley Chubb,DL,Free agent (unsigned),51.2,32.2,72.7,high,"1.4 solo + 1.4 ast tackles/g (3.1 pts/g from tackle volume alone) | 0.59 TFL/g, 0.49 sacks/g, 0.08 PD/g | Unsigned as of Aug 2026 -- games_proj discounted for a landing-spot/ramp-up gap even if he signs before the draft. | listed as DE",,,28.4,22.8,29,65.4,-18.6,276,18,False,,,11,5.0,
Mike Jackson,DB,Panthers,71.9,61.1,84.8,low,"3.2 solo + 0.8 ast tackles/g (5.4 pts/g from tackle volume alone) | 0.10 TFL/g, 0.03 sacks/g, 0.83 PD/g | Starter - outside corner | listed as CB",,5.0,36.0,36.0,44,84.4,-19.0,280,18,False,,,11,1.3,
Brian Branch,DB,Lions,71.9,45.3,102.1,high,"4.0 solo + 2.2 ast tackles/g (7.7 pts/g from tackle volume alone) | 0.10 TFL/g, 0.13 sacks/g, 0.65 PD/g | Real 2025 season-ending injury on record, but the same research confirms he's cleared/fully healthy for 2026 -- games_proj uses the real 'high risk' games count instead of the harsher unrecovered discount, since there's no specific 2026 games-missed signal left, just residual uncertainty until proven in game action. | listed as S/CB",,6.0,36.0,36.0,43,84.4,-19.0,281,18,False,,,11,1.3,
Quan Martin,DB,Commanders,71.8,61.0,84.6,low,"3.1 solo + 2.8 ast tackles/g (6.7 pts/g from tackle volume alone) | 0.21 TFL/g, 0.03 sacks/g, 0.36 PD/g | Starter - box safety | listed as S",,7.0,35.9,35.9,45,84.4,-19.2,282,18,False,,,11,1.3,
Josh Metellus,DB,Vikings,71.7,53.8,91.8,medium,"3.0 solo + 3.1 ast tackles/g (6.9 pts/g from tackle volume alone) | 0.10 TFL/g, 0.04 sacks/g, 0.49 PD/g | Starter - box safety | listed as S",,6.0,35.8,35.8,46,84.4,-19.5,283,18,False,,,11,1.3,
Jaylin Noel,WR,Texans,43.8,27.6,62.2,high,"4.0 targets/g, 62% catch rate, 7.0 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",,8.0,21.9,21.9,71,60.6,-20.6,287,18,False,,,30,1.8,
Matt Prater,K,Bills,22.4,14.1,31.8,high,"1.20 FG made/g (0.40 from 40-49, 0.07 from 50+) | 3.07 XP made/g",,7.0,11.2,11.2,38,41.8,-20.8,288,18,False,,,16,2.2,
Trent McDuffie,DB,Rams,74.3,55.7,95.1,medium,"3.5 solo + 1.4 ast tackles/g (6.2 pts/g from tackle volume alone) | 0.14 TFL/g, 0.06 sacks/g, 0.28 PD/g | Starter - outside corner | listed as CB",,11.0,46.4,27.9,38,84.4,-20.8,289,19,False,,,12,1.7,
Dee Alford,DB,Falcons,73.8,62.8,87.2,low,"3.4 solo + 0.8 ast tackles/g (5.7 pts/g from tackle volume alone) | 0.10 TFL/g, 0.09 sacks/g, 0.68 PD/g | Starter - slot/outside corner | listed as CB",,11.0,46.2,27.7,41,84.4,-21.2,291,19,False,,,12,1.7,
Matt Gay,K,Raiders,22.6,16.9,28.9,medium,"1.42 FG made/g (0.00 from 40-49, 0.00 from 50+) | 2.17 XP made/g",,13.0,12.5,10.0,37,41.8,-21.2,292,19,False,,,16,2.2,
Nakobe Dean,LB,Raiders,83.6,62.7,107.0,medium,"3.0 solo + 2.5 ast tackles/g (6.4 pts/g from tackle volume alone) | 0.21 TFL/g, 0.28 sacks/g, 0.21 PD/g | Starter, paired with Quay Walker | listed as ILB",,13.0,46.4,37.2,31,99.6,-21.4,294,19,False,,,16,2.3,
Grant Delpit,DB,Browns,73.5,62.5,86.8,low,"2.8 solo + 2.4 ast tackles/g (6.0 pts/g from tackle volume alone) | 0.23 TFL/g, 0.11 sacks/g, 0.39 PD/g | Starter - safety | listed as S",,11.0,45.9,27.6,42,84.4,-21.7,295,19,False,,,12,1.7,
Daiyan Henley,LB,Chargers,81.1,69.0,95.7,low,"3.2 solo + 2.9 ast tackles/g (6.9 pts/g from tackle volume alone) | 0.36 TFL/g, 0.18 sacks/g, 0.16 PD/g | Starter, three-down, elite tier | listed as ILB",,7.0,40.6,40.6,32,99.6,-22.1,296,19,False,,,16,2.3,
Dadrion Taylor-Demerson,DB,Cardinals,71.1,53.3,91.0,medium,"2.7 solo + 2.2 ast tackles/g (5.7 pts/g from tackle volume alone) | 0.12 TFL/g, 0.03 sacks/g, 0.53 PD/g | Competing for starting job | listed as S",,14.0,39.5,31.6,48,84.4,-22.1,297,19,False,,,12,1.7,
Marvin Mims Jr.,WR,Broncos,44.8,28.2,63.6,high,"4.0 targets/g, 60% catch rate, 7.5 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",0.0,10.0,28.6,16.2,70,60.6,-22.4,300,19,False,,,31,2.8,8-10
Mike Sainristil,DB,Commanders,69.3,58.9,81.8,low,"2.7 solo + 1.8 ast tackles/g (5.4 pts/g from tackle volume alone) | 0.13 TFL/g, 0.03 sacks/g, 0.63 PD/g | Starter - slot corner | listed as CB",,7.0,34.6,34.6,50,84.4,-22.5,301,19,False,,,12,1.7,
Younghoe Koo,K,Jets,20.7,15.5,26.5,medium,"1.00 FG made/g (0.33 from 40-49, 0.00 from 50+) | 2.17 XP made/g",,13.0,11.5,9.2,40,41.8,-23.4,302,19,False,,,17,3.0,
Kaden Elliss,LB,Saints,79.8,59.8,102.1,medium,"3.5 solo + 2.8 ast tackles/g (7.3 pts/g from tackle volume alone) | 0.21 TFL/g, 0.18 sacks/g, 0.34 PD/g | Expected starter/defensive play-caller, replacing Demario Davis | listed as OLB",,8.0,39.9,39.9,34,99.6,-23.8,304,19,False,,,16,2.3,
Cade Otton,TE,Buccaneers,33.6,25.1,43.0,medium,"3.5 targets/g, 65% catch rate, 5.5 yds/target | full-PPR: every catch worth 1.0 pt (vs 0.5 in Top Teamz)",0.0,10.0,20.8,12.7,26,49.4,-24.1,305,20,True,11.0,167.11,12,3.7,10
Brandon McManus,K,Packers,20.7,13.0,29.4,high,"1.71 FG made/g (0.21 from 40-49, 0.21 from 50+) | 2.29 XP made/g",,11.0,12.9,7.8,39,41.8,-24.2,307,20,False,,,17,3.0,
Amani Hooker,DB,Titans,71.4,60.6,84.2,low,"3.6 solo + 1.4 ast tackles/g (6.5 pts/g from tackle volume alone) | 0.10 TFL/g, 0.06 sacks/g, 0.53 PD/g | Starter - safety | listed as S",,9.0,44.6,26.8,47,84.4,-24.2,308,20,False,,,13,2.4,
Kris Jenkins,DL,Bengals,45.1,33.8,57.8,medium,"1.3 solo + 1.3 ast tackles/g (2.9 pts/g from tackle volume alone) | 0.53 TFL/g, 0.29 sacks/g, 0.12 PD/g | Third-year DT expected to take a leap, full participant in same scheme for first time; part of DL rotation with Shemar Stewart, Myles Murphy, B.J. Hill | listed as DT",,6.0,22.6,22.6,32,65.4,-24.7,309,20,False,,,12,2.4,
Javon Hargrave,DL,Packers,47.3,35.4,60.6,medium,"1.1 solo + 2.1 ast tackles/g (3.3 pts/g from tackle volume alone) | 0.49 TFL/g, 0.27 sacks/g, 0.08 PD/g | Projected primary nose tackle in new 3-4 scheme reunited with DC Jonathan Gannon; Wyatt at DT, McClellan depth NT | listed as DT",,11.0,29.6,17.7,31,65.4,-25.0,310,20,False,,,12,2.4,
Kirk Cousins,QB,Raiders,101.4,63.9,144.0,high,"34.0 pass att/g x 6.8 YPA, 2.9% TD rate (1pt/25 pass yds here, double Top Teamz's rate) | pocket passer, minimal rushing equity",,13.0,57.2,44.2,25,123.0,-26.4,315,20,False,,,4,7.8,9
Daniel Carlson,K,Raiders,17.6,11.1,24.9,high,"1.29 FG made/g (0.35 from 40-49, 0.29 from 50+) | 1.24 XP made/g",,13.0,9.8,7.8,41,41.8,-27.2,319,20,False,,,18,21.6,
Drue Tranquill,LB,Chiefs,77.0,65.4,90.8,low,"3.2 solo + 2.8 ast tackles/g (7.0 pts/g from tackle volume alone) | 0.21 TFL/g, 0.14 sacks/g, 0.19 PD/g | Starter, three-down role | listed as OLB",,5.0,38.5,38.5,36,99.6,-27.4,321,21,False,,,17,3.6,
Dre'Mont Jones,DL,Patriots,45.0,33.8,57.6,medium,"1.1 solo + 1.3 ast tackles/g (2.6 pts/g from tackle volume alone) | 0.35 TFL/g, 0.44 sacks/g, 0.11 PD/g | Signed 3-yr/$39M FA deal with Patriots for 2026; expected interior/edge rotational-to-starting pass rusher | listed as DE",,11.0,28.2,16.9,33,65.4,-27.6,323,21,False,,,13,12.4,
